"Dataset","Series Key","Series","Observation Date","Observation Value","Unit","Observation Status","Observation Status Comment"
"Seasonally Adjusted Workers’ Remittances","TS_GP_ES_SWR_M.SWR0001","Workers Remittances (WR)","31-Oct-2015","1541.21","Million USD","Normal",""
"Seasonally Adjusted Workers’ Remittances","TS_GP_ES_SWR_M.SWR0001","Workers Remittances (WR)","30-Sep-2015","1775.15","Million USD","Normal",""
"Seasonally Adjusted Workers’ Remittances","TS_GP_ES_SWR_M.SWR0001","Workers Remittances (WR)","31-Aug-2015","1527.19","Million USD","Normal",""
"Seasonally Adjusted Workers’ Remittances","TS_GP_ES_SWR_M.SWR0001","Workers Remittances (WR)","31-Jul-2015","1663.47","Million USD","Normal",""
"Seasonally Adjusted Workers’ Remittances","TS_GP_ES_SWR_M.SWR0001","Workers Remittances (WR)","30-Jun-2015","1821.68","Million USD","Normal",""
"Seasonally Adjusted Workers’ Remittances","TS_GP_ES_SWR_M.SWR0001","Workers Remittances (WR)","31-May-2015","1663.32","Million USD","Normal",""
"Seasonally Adjusted Workers’ Remittances","TS_GP_ES_SWR_M.SWR0001","Workers Remittances (WR)","30-Apr-2015","1640.05","Million USD","Normal",""
"Seasonally Adjusted Workers’ Remittances","TS_GP_ES_SWR_M.SWR0001","Workers Remittances (WR)","31-Mar-2015","1608.51","Million USD","Normal",""
"Seasonally Adjusted Workers’ Remittances","TS_GP_ES_SWR_M.SWR0001","Workers Remittances (WR)","28-Feb-2015","1420.54","Million USD","Normal",""
"Seasonally Adjusted Workers’ Remittances","TS_GP_ES_SWR_M.SWR0001","Workers Remittances (WR)","31-Jan-2015","1403.74","Million USD","Normal",""
"Seasonally Adjusted Workers’ Remittances","TS_GP_ES_SWR_M.SWR0001","Workers Remittances (WR)","31-Dec-2014","1634.06","Million USD","Normal",""
"Seasonally Adjusted Workers’ Remittances","TS_GP_ES_SWR_M.SWR0001","Workers Remittances (WR)","30-Nov-2014","1343.76","Million USD","Normal",""
"Seasonally Adjusted Workers’ Remittances","TS_GP_ES_SWR_M.SWR0001","Workers Remittances (WR)","31-Oct-2014","1409.22","Million USD","Normal",""
"Seasonally Adjusted Workers’ Remittances","TS_GP_ES_SWR_M.SWR0001","Workers Remittances (WR)","30-Sep-2014","1748.49","Million USD","Normal",""
"Seasonally Adjusted Workers’ Remittances","TS_GP_ES_SWR_M.SWR0001","Workers Remittances (WR)","31-Aug-2014","1350.86","Million USD","Normal",""
"Seasonally Adjusted Workers’ Remittances","TS_GP_ES_SWR_M.SWR0001","Workers Remittances (WR)","31-Jul-2014","1675.77","Million USD","Normal",""
"Seasonally Adjusted Workers’ Remittances","TS_GP_ES_SWR_M.SWR0001","Workers Remittances (WR)","30-Jun-2014","1499.33","Million USD","Normal",""
"Seasonally Adjusted Workers’ Remittances","TS_GP_ES_SWR_M.SWR0001","Workers Remittances (WR)","31-May-2014","1440.47","Million USD","Normal",""
"Seasonally Adjusted Workers’ Remittances","TS_GP_ES_SWR_M.SWR0001","Workers Remittances (WR)","30-Apr-2014","1311.85","Million USD","Normal",""
"Seasonally Adjusted Workers’ Remittances","TS_GP_ES_SWR_M.SWR0001","Workers Remittances (WR)","31-Mar-2014","1337.89","Million USD","Normal",""
"Seasonally Adjusted Workers’ Remittances","TS_GP_ES_SWR_M.SWR0001","Workers Remittances (WR)","28-Feb-2014","1209.77","Million USD","Normal",""
"Seasonally Adjusted Workers’ Remittances","TS_GP_ES_SWR_M.SWR0001","Workers Remittances (WR)","31-Jan-2014","1245.97","Million USD","Normal",""
"Seasonally Adjusted Workers’ Remittances","TS_GP_ES_SWR_M.SWR0001","Workers Remittances (WR)","31-Dec-2013","1384.94","Million USD","Normal",""
"Seasonally Adjusted Workers’ Remittances","TS_GP_ES_SWR_M.SWR0001","Workers Remittances (WR)","30-Nov-2013","1130.41","Million USD","Normal",""
"Seasonally Adjusted Workers’ Remittances","TS_GP_ES_SWR_M.SWR0001","Workers Remittances (WR)","31-Oct-2013","1348.03","Million USD","Normal",""
"Seasonally Adjusted Workers’ Remittances","TS_GP_ES_SWR_M.SWR0001","Workers Remittances (WR)","30-Sep-2013","1284.22","Million USD","Normal",""
"Seasonally Adjusted Workers’ Remittances","TS_GP_ES_SWR_M.SWR0001","Workers Remittances (WR)","31-Aug-2013","1240.14","Million USD","Normal",""
"Seasonally Adjusted Workers’ Remittances","TS_GP_ES_SWR_M.SWR0001","Workers Remittances (WR)","31-Jul-2013","1404.69","Million USD","Normal",""
"Seasonally Adjusted Workers’ Remittances","TS_GP_ES_SWR_M.SWR0001","Workers Remittances (WR)","30-Jun-2013","1166.19","Million USD","Normal",""
"Seasonally Adjusted Workers’ Remittances","TS_GP_ES_SWR_M.SWR0001","Workers Remittances (WR)","31-May-2013","1185.65","Million USD","Normal",""
"Seasonally Adjusted Workers’ Remittances","TS_GP_ES_SWR_M.SWR0001","Workers Remittances (WR)","30-Apr-2013","1215.9","Million USD","Normal",""
"Seasonally Adjusted Workers’ Remittances","TS_GP_ES_SWR_M.SWR0001","Workers Remittances (WR)","31-Mar-2013","1119.15","Million USD","Normal",""
"Seasonally Adjusted Workers’ Remittances","TS_GP_ES_SWR_M.SWR0001","Workers Remittances (WR)","28-Feb-2013","1028.38","Million USD","Normal",""
"Seasonally Adjusted Workers’ Remittances","TS_GP_ES_SWR_M.SWR0001","Workers Remittances (WR)","31-Jan-2013","1089.64","Million USD","Normal",""
"Seasonally Adjusted Workers’ Remittances","TS_GP_ES_SWR_M.SWR0001","Workers Remittances (WR)","31-Dec-2012","1134.7","Million USD","Normal",""
"Seasonally Adjusted Workers’ Remittances","TS_GP_ES_SWR_M.SWR0001","Workers Remittances (WR)","30-Nov-2012","1017.83","Million USD","Normal",""
"Seasonally Adjusted Workers’ Remittances","TS_GP_ES_SWR_M.SWR0001","Workers Remittances (WR)","31-Oct-2012","1365.1","Million USD","Normal",""
"Seasonally Adjusted Workers’ Remittances","TS_GP_ES_SWR_M.SWR0001","Workers Remittances (WR)","30-Sep-2012","1135.42","Million USD","Normal",""
"Seasonally Adjusted Workers’ Remittances","TS_GP_ES_SWR_M.SWR0001","Workers Remittances (WR)","31-Aug-2012","1258.98","Million USD","Normal",""
"Seasonally Adjusted Workers’ Remittances","TS_GP_ES_SWR_M.SWR0001","Workers Remittances (WR)","31-Jul-2012","1204.71","Million USD","Normal",""
"Seasonally Adjusted Workers’ Remittances","TS_GP_ES_SWR_M.SWR0001","Workers Remittances (WR)","30-Jun-2012","1117.52","Million USD","Normal",""
"Seasonally Adjusted Workers’ Remittances","TS_GP_ES_SWR_M.SWR0001","Workers Remittances (WR)","31-May-2012","1192.11","Million USD","Normal",""
"Seasonally Adjusted Workers’ Remittances","TS_GP_ES_SWR_M.SWR0001","Workers Remittances (WR)","30-Apr-2012","1141.02","Million USD","Normal",""
"Seasonally Adjusted Workers’ Remittances","TS_GP_ES_SWR_M.SWR0001","Workers Remittances (WR)","31-Mar-2012","1143.18","Million USD","Normal",""
"Seasonally Adjusted Workers’ Remittances","TS_GP_ES_SWR_M.SWR0001","Workers Remittances (WR)","29-Feb-2012","1156.81","Million USD","Normal",""
"Seasonally Adjusted Workers’ Remittances","TS_GP_ES_SWR_M.SWR0001","Workers Remittances (WR)","31-Jan-2012","1110.64","Million USD","Normal",""
"Seasonally Adjusted Workers’ Remittances","TS_GP_ES_SWR_M.SWR0001","Workers Remittances (WR)","31-Dec-2011","1085.35","Million USD","Normal",""
"Seasonally Adjusted Workers’ Remittances","TS_GP_ES_SWR_M.SWR0001","Workers Remittances (WR)","30-Nov-2011","924.92","Million USD","Normal",""
"Seasonally Adjusted Workers’ Remittances","TS_GP_ES_SWR_M.SWR0001","Workers Remittances (WR)","31-Oct-2011","1017.87","Million USD","Normal",""
"Seasonally Adjusted Workers’ Remittances","TS_GP_ES_SWR_M.SWR0001","Workers Remittances (WR)","30-Sep-2011","890.42","Million USD","Normal",""
"Seasonally Adjusted Workers’ Remittances","TS_GP_ES_SWR_M.SWR0001","Workers Remittances (WR)","31-Aug-2011","1310.47","Million USD","Normal",""
"Seasonally Adjusted Workers’ Remittances","TS_GP_ES_SWR_M.SWR0001","Workers Remittances (WR)","31-Jul-2011","1096.31","Million USD","Normal",""
"Seasonally Adjusted Workers’ Remittances","TS_GP_ES_SWR_M.SWR0001","Workers Remittances (WR)","30-Jun-2011","1104.56","Million USD","Normal",""
"Seasonally Adjusted Workers’ Remittances","TS_GP_ES_SWR_M.SWR0001","Workers Remittances (WR)","31-May-2011","1049.8","Million USD","Normal",""
"Seasonally Adjusted Workers’ Remittances","TS_GP_ES_SWR_M.SWR0001","Workers Remittances (WR)","30-Apr-2011","1030.43","Million USD","Normal",""
"Seasonally Adjusted Workers’ Remittances","TS_GP_ES_SWR_M.SWR0001","Workers Remittances (WR)","31-Mar-2011","1052.9","Million USD","Normal",""
"Seasonally Adjusted Workers’ Remittances","TS_GP_ES_SWR_M.SWR0001","Workers Remittances (WR)","28-Feb-2011","845.28","Million USD","Normal",""
"Seasonally Adjusted Workers’ Remittances","TS_GP_ES_SWR_M.SWR0001","Workers Remittances (WR)","31-Jan-2011","826.57","Million USD","Normal",""
"Seasonally Adjusted Workers’ Remittances","TS_GP_ES_SWR_M.SWR0001","Workers Remittances (WR)","31-Dec-2010","863.13","Million USD","Normal",""
"Seasonally Adjusted Workers’ Remittances","TS_GP_ES_SWR_M.SWR0001","Workers Remittances (WR)","30-Nov-2010","926.89","Million USD","Normal",""
"Seasonally Adjusted Workers’ Remittances","TS_GP_ES_SWR_M.SWR0001","Workers Remittances (WR)","31-Oct-2010","855.11","Million USD","Normal",""
"Seasonally Adjusted Workers’ Remittances","TS_GP_ES_SWR_M.SWR0001","Workers Remittances (WR)","30-Sep-2010","922.06","Million USD","Normal",""
"Seasonally Adjusted Workers’ Remittances","TS_GP_ES_SWR_M.SWR0001","Workers Remittances (WR)","31-Aug-2010","933.06","Million USD","Normal",""
"Seasonally Adjusted Workers’ Remittances","TS_GP_ES_SWR_M.SWR0001","Workers Remittances (WR)","31-Jul-2010","791.18","Million USD","Normal",""
"Seasonally Adjusted Workers’ Remittances","TS_GP_ES_SWR_M.SWR0001","Workers Remittances (WR)","30-Jun-2010","841.44","Million USD","Normal",""
"Seasonally Adjusted Workers’ Remittances","TS_GP_ES_SWR_M.SWR0001","Workers Remittances (WR)","31-May-2010","757.86","Million USD","Normal",""
"Seasonally Adjusted Workers’ Remittances","TS_GP_ES_SWR_M.SWR0001","Workers Remittances (WR)","30-Apr-2010","755.77","Million USD","Normal",""
"Seasonally Adjusted Workers’ Remittances","TS_GP_ES_SWR_M.SWR0001","Workers Remittances (WR)","31-Mar-2010","763.71","Million USD","Normal",""
"Seasonally Adjusted Workers’ Remittances","TS_GP_ES_SWR_M.SWR0001","Workers Remittances (WR)","28-Feb-2010","589.03","Million USD","Normal",""
"Seasonally Adjusted Workers’ Remittances","TS_GP_ES_SWR_M.SWR0001","Workers Remittances (WR)","31-Jan-2010","667.9","Million USD","Normal",""
"Seasonally Adjusted Workers’ Remittances","TS_GP_ES_SWR_M.SWR0001","Workers Remittances (WR)","31-Dec-2009","697.6","Million USD","Normal",""
"Seasonally Adjusted Workers’ Remittances","TS_GP_ES_SWR_M.SWR0001","Workers Remittances (WR)","30-Nov-2009","742.79","Million USD","Normal",""
"Seasonally Adjusted Workers’ Remittances","TS_GP_ES_SWR_M.SWR0001","Workers Remittances (WR)","31-Oct-2009","758.29","Million USD","Normal",""
"Seasonally Adjusted Workers’ Remittances","TS_GP_ES_SWR_M.SWR0001","Workers Remittances (WR)","30-Sep-2009","806.12","Million USD","Normal",""
"Seasonally Adjusted Workers’ Remittances","TS_GP_ES_SWR_M.SWR0001","Workers Remittances (WR)","31-Aug-2009","780.53","Million USD","Normal",""
"Seasonally Adjusted Workers’ Remittances","TS_GP_ES_SWR_M.SWR0001","Workers Remittances (WR)","31-Jul-2009","744.85","Million USD","Normal",""
"Seasonally Adjusted Workers’ Remittances","TS_GP_ES_SWR_M.SWR0001","Workers Remittances (WR)","30-Jun-2009","735.17","Million USD","Normal",""
"Seasonally Adjusted Workers’ Remittances","TS_GP_ES_SWR_M.SWR0001","Workers Remittances (WR)","31-May-2009","720.68","Million USD","Normal",""
"Seasonally Adjusted Workers’ Remittances","TS_GP_ES_SWR_M.SWR0001","Workers Remittances (WR)","30-Apr-2009","697.52","Million USD","Normal",""
"Seasonally Adjusted Workers’ Remittances","TS_GP_ES_SWR_M.SWR0001","Workers Remittances (WR)","31-Mar-2009","739.43","Million USD","Normal",""
"Seasonally Adjusted Workers’ Remittances","TS_GP_ES_SWR_M.SWR0001","Workers Remittances (WR)","28-Feb-2009","641.32","Million USD","Normal",""
"Seasonally Adjusted Workers’ Remittances","TS_GP_ES_SWR_M.SWR0001","Workers Remittances (WR)","31-Jan-2009","637.3","Million USD","Normal",""
"Seasonally Adjusted Workers’ Remittances","TS_GP_ES_SWR_M.SWR0001","Workers Remittances (WR)","31-Dec-2008","673.5","Million USD","Normal",""
"Seasonally Adjusted Workers’ Remittances","TS_GP_ES_SWR_M.SWR0001","Workers Remittances (WR)","30-Nov-2008","620.52","Million USD","Normal",""
"Seasonally Adjusted Workers’ Remittances","TS_GP_ES_SWR_M.SWR0001","Workers Remittances (WR)","31-Oct-2008","466.13","Million USD","Normal",""
"Seasonally Adjusted Workers’ Remittances","TS_GP_ES_SWR_M.SWR0001","Workers Remittances (WR)","30-Sep-2008","660.35","Million USD","Normal",""
"Seasonally Adjusted Workers’ Remittances","TS_GP_ES_SWR_M.SWR0001","Workers Remittances (WR)","31-Aug-2008","592.3","Million USD","Normal",""
"Seasonally Adjusted Workers’ Remittances","TS_GP_ES_SWR_M.SWR0001","Workers Remittances (WR)","31-Jul-2008","627.21","Million USD","Normal",""
"Seasonally Adjusted Workers’ Remittances","TS_GP_ES_SWR_M.SWR0001","Workers Remittances (WR)","30-Jun-2008","547.41","Million USD","Normal",""
"Seasonally Adjusted Workers’ Remittances","TS_GP_ES_SWR_M.SWR0001","Workers Remittances (WR)","31-May-2008","584.75","Million USD","Normal",""
"Seasonally Adjusted Workers’ Remittances","TS_GP_ES_SWR_M.SWR0001","Workers Remittances (WR)","30-Apr-2008","590.71","Million USD","Normal",""
"Seasonally Adjusted Workers’ Remittances","TS_GP_ES_SWR_M.SWR0001","Workers Remittances (WR)","31-Mar-2008","602.21","Million USD","Normal",""
"Seasonally Adjusted Workers’ Remittances","TS_GP_ES_SWR_M.SWR0001","Workers Remittances (WR)","29-Feb-2008","502.76","Million USD","Normal",""
"Seasonally Adjusted Workers’ Remittances","TS_GP_ES_SWR_M.SWR0001","Workers Remittances (WR)","31-Jan-2008","557.07","Million USD","Normal",""
"Seasonally Adjusted Workers’ Remittances","TS_GP_ES_SWR_M.SWR0001","Workers Remittances (WR)","31-Dec-2007","479.26","Million USD","Normal",""
"Seasonally Adjusted Workers’ Remittances","TS_GP_ES_SWR_M.SWR0001","Workers Remittances (WR)","30-Nov-2007","505.58","Million USD","Normal",""
"Seasonally Adjusted Workers’ Remittances","TS_GP_ES_SWR_M.SWR0001","Workers Remittances (WR)","31-Oct-2007","580.24","Million USD","Normal",""
"Seasonally Adjusted Workers’ Remittances","TS_GP_ES_SWR_M.SWR0001","Workers Remittances (WR)","30-Sep-2007","516.05","Million USD","Normal",""
"Seasonally Adjusted Workers’ Remittances","TS_GP_ES_SWR_M.SWR0001","Workers Remittances (WR)","31-Aug-2007","489.51","Million USD","Normal",""
"Seasonally Adjusted Workers’ Remittances","TS_GP_ES_SWR_M.SWR0001","Workers Remittances (WR)","31-Jul-2007","495.69","Million USD","Normal",""
"Seasonally Adjusted Workers’ Remittances","TS_GP_ES_SWR_M.SWR0001","Workers Remittances (WR)","30-Jun-2007","505.55","Million USD","Normal",""
"Seasonally Adjusted Workers’ Remittances","TS_GP_ES_SWR_M.SWR0001","Workers Remittances (WR)","31-May-2007","537.98","Million USD","Normal",""
"Seasonally Adjusted Workers’ Remittances","TS_GP_ES_SWR_M.SWR0001","Workers Remittances (WR)","30-Apr-2007","513.35","Million USD","Normal",""
"Seasonally Adjusted Workers’ Remittances","TS_GP_ES_SWR_M.SWR0001","Workers Remittances (WR)","31-Mar-2007","520.24","Million USD","Normal",""
"Seasonally Adjusted Workers’ Remittances","TS_GP_ES_SWR_M.SWR0001","Workers Remittances (WR)","28-Feb-2007","457.18","Million USD","Normal",""
"Seasonally Adjusted Workers’ Remittances","TS_GP_ES_SWR_M.SWR0001","Workers Remittances (WR)","31-Jan-2007","391.33","Million USD","Normal",""
"Seasonally Adjusted Workers’ Remittances","TS_GP_ES_SWR_M.SWR0001","Workers Remittances (WR)","31-Dec-2006","475.21","Million USD","Normal",""
"Seasonally Adjusted Workers’ Remittances","TS_GP_ES_SWR_M.SWR0001","Workers Remittances (WR)","30-Nov-2006","448.61","Million USD","Normal",""
"Seasonally Adjusted Workers’ Remittances","TS_GP_ES_SWR_M.SWR0001","Workers Remittances (WR)","31-Oct-2006","410.61","Million USD","Normal",""
"Seasonally Adjusted Workers’ Remittances","TS_GP_ES_SWR_M.SWR0001","Workers Remittances (WR)","30-Sep-2006","421.74","Million USD","Normal",""
"Seasonally Adjusted Workers’ Remittances","TS_GP_ES_SWR_M.SWR0001","Workers Remittances (WR)","31-Aug-2006","434.84","Million USD","Normal",""
"Seasonally Adjusted Workers’ Remittances","TS_GP_ES_SWR_M.SWR0001","Workers Remittances (WR)","31-Jul-2006","377.01","Million USD","Normal",""
"Seasonally Adjusted Workers’ Remittances","TS_GP_ES_SWR_M.SWR0001","Workers Remittances (WR)","30-Jun-2006","463.87","Million USD","Normal",""
"Seasonally Adjusted Workers’ Remittances","TS_GP_ES_SWR_M.SWR0001","Workers Remittances (WR)","31-May-2006","506.57","Million USD","Normal",""
"Seasonally Adjusted Workers’ Remittances","TS_GP_ES_SWR_M.SWR0001","Workers Remittances (WR)","30-Apr-2006","401.47","Million USD","Normal",""
"Seasonally Adjusted Workers’ Remittances","TS_GP_ES_SWR_M.SWR0001","Workers Remittances (WR)","31-Mar-2006","423.56","Million USD","Normal",""
"Seasonally Adjusted Workers’ Remittances","TS_GP_ES_SWR_M.SWR0001","Workers Remittances (WR)","28-Feb-2006","358.13","Million USD","Normal",""
"Seasonally Adjusted Workers’ Remittances","TS_GP_ES_SWR_M.SWR0001","Workers Remittances (WR)","31-Jan-2006","391.32","Million USD","Normal",""
"Seasonally Adjusted Workers’ Remittances","TS_GP_ES_SWR_M.SWR0001","Workers Remittances (WR)","31-Dec-2005","371.24","Million USD","Normal",""
"Seasonally Adjusted Workers’ Remittances","TS_GP_ES_SWR_M.SWR0001","Workers Remittances (WR)","30-Nov-2005","308.81","Million USD","Normal",""
"Seasonally Adjusted Workers’ Remittances","TS_GP_ES_SWR_M.SWR0001","Workers Remittances (WR)","31-Oct-2005","372.5","Million USD","Normal",""
"Seasonally Adjusted Workers’ Remittances","TS_GP_ES_SWR_M.SWR0001","Workers Remittances (WR)","30-Sep-2005","341.1","Million USD","Normal",""
"Seasonally Adjusted Workers’ Remittances","TS_GP_ES_SWR_M.SWR0001","Workers Remittances (WR)","31-Aug-2005","348.41","Million USD","Normal",""
"Seasonally Adjusted Workers’ Remittances","TS_GP_ES_SWR_M.SWR0001","Workers Remittances (WR)","31-Jul-2005","313.14","Million USD","Normal",""
